kind,model_a,model_b,n_items,spearman_rho,kendall_tau_b_deciles,exact_decile_agreement,within_one_decile_agreement,mean_abs_decile_gap,scaled_decile_proximity,top_decile_jaccard,bottom_decile_jaccard,extreme_decile_jaccard_mean
papers,GPT-4.1,Claude Sonnet 4.6,1999,0.19614022576165482,0.13984651317984648,0.13706853426713356,0.3366683341670835,2.894447223611806,0.6783947529320216,0.11420612813370473,0.14040114613180515,0.12730363713275494
papers,GPT-4.1,Gemini 2.5 Pro,1999,0.22256289552147518,0.15617283950617283,0.14157078539269635,0.3441720860430215,2.8404202101050524,0.684397754432772,0.1695906432748538,0.1536231884057971,0.16160691584032544
papers,GPT-5 Nano,GPT-5 Mini,1999,0.39865942524346076,0.29800689578467354,0.18509254627313657,0.42171085542771386,2.4012006003001503,0.7331999332999832,0.25,0.2360248447204969,0.24301242236024845
papers,GPT-5 Nano,Claude Sonnet 4.6,1999,0.15025308257397443,0.11052941830719608,0.11805902951475739,0.3231615807903952,2.9774887443721862,0.6691679172919793,0.13314447592067988,0.09041095890410959,0.11177771741239473
papers,GPT-5 Nano,Gemini 2.5 Pro,1999,0.18335380626565304,0.13238794349905458,0.15607803901950976,0.35767883941970985,2.8584292146073036,0.6823967539325217,0.21580547112462006,0.14697406340057637,0.1813897672625982
papers,GPT-5 Mini,Claude Sonnet 4.6,1999,0.22173769304669047,0.15978700923145367,0.135567783891946,0.33766883441720863,2.850425212606303,0.6832860874881885,0.1396011396011396,0.13068181818181818,0.13514147889147887
papers,GPT-5 Mini,Gemini 2.5 Pro,1999,0.3459323176834532,0.25683071960849735,0.17358679339669836,0.3901950975487744,2.528264132066033,0.7190817631037741,0.25,0.20606060606060606,0.22803030303030303
papers,Claude Sonnet 4.6,Gemini 2.5 Pro,1999,0.22818438608795738,0.16298687576465354,0.1325662831415708,0.3386693346673337,2.842421210605303,0.6841754210438553,0.16279069767441862,0.13068181818181818,0.1467362579281184
collections,GPT-5.1,GPT-4.1 Mini,710,0.4380497861628957,0.31253058255637106,0.16901408450704225,0.3901408450704225,2.4056338028169013,0.7327073552425665,0.16393442622950818,0.21367521367521367,0.18880481995236092
collections,GPT-5.1,GPT-4.1,710,0.4410853270613035,0.31518437699750934,0.17464788732394365,0.4014084507042254,2.4,0.7333333333333334,0.17355371900826447,0.33962264150943394,0.2565881802588492
collections,GPT-5.1,GPT-5 Nano,710,0.33860201415005503,0.2507262668341819,0.15774647887323945,0.4154929577464789,2.543661971830986,0.7173708920187793,0.21367521367521367,0.22413793103448276,0.21890657235484823
collections,GPT-5.1,GPT-5 Mini,710,0.4691649351573546,0.34728559148317134,0.17183098591549295,0.4309859154929577,2.3098591549295775,0.7433489827856026,0.22413793103448276,0.26785714285714285,0.2459975369458128
collections,GPT-5.1,Claude Sonnet 4.6,710,0.40357582681047666,0.29362339923736475,0.18169014084507043,0.4014084507042254,2.445070422535211,0.7283255086071987,0.23478260869565218,0.24561403508771928,0.24019832189168572
collections,GPT-5.1,Gemini 2.5 Pro,710,0.3846861763626594,0.27371112433600037,0.1591549295774648,0.39436619718309857,2.5211267605633805,0.7198748043818466,0.16393442622950818,0.23478260869565218,0.19935851746258018
collections,GPT-4.1 Mini,GPT-4.1,710,0.6363679454678541,0.4879940047168772,0.2295774647887324,0.5084507042253521,1.8422535211267606,0.7953051643192488,0.30275229357798167,0.30275229357798167,0.30275229357798167
collections,GPT-4.1 Mini,GPT-5 Nano,710,0.42560870318685357,0.31920033503052747,0.19718309859154928,0.423943661971831,2.3267605633802817,0.741471048513302,0.19327731092436976,0.23478260869565218,0.21402995981001097
collections,GPT-4.1 Mini,GPT-5 Mini,710,0.40849720749856056,0.3116004320130486,0.18591549295774648,0.4225352112676056,2.369014084507042,0.7367762128325508,0.17355371900826447,0.27927927927927926,0.22641649914377188
collections,GPT-4.1 Mini,Claude Sonnet 4.6,710,0.47782576308012076,0.3555952302232802,0.19436619718309858,0.447887323943662,2.2366197183098593,0.7514866979655712,0.2909090909090909,0.25663716814159293,0.27377312952534194
collections,GPT-4.1 Mini,Gemini 2.5 Pro,710,0.19192680480232024,0.13763583063325177,0.12535211267605634,0.33380281690140845,2.9098591549295776,0.6766823161189358,0.15447154471544716,0.15447154471544716,0.15447154471544716
collections,GPT-4.1,GPT-5 Nano,710,0.4047005893141845,0.2981066366902511,0.16901408450704225,0.3957746478873239,2.445070422535211,0.7283255086071987,0.2033898305084746,0.27927927927927926,0.24133455489387692
collections,GPT-4.1,GPT-5 Mini,710,0.4476782808983637,0.3304855738499857,0.18732394366197183,0.4352112676056338,2.312676056338028,0.7430359937402191,0.19327731092436976,0.39215686274509803,0.2927170868347339
collections,GPT-4.1,Claude Sonnet 4.6,710,0.5109098793037196,0.3872864731424541,0.21549295774647886,0.48732394366197185,2.1183098591549294,0.7646322378716746,0.2909090909090909,0.3148148148148148,0.30286195286195283
collections,GPT-4.1,Gemini 2.5 Pro,710,0.29134862899282843,0.2012034649209813,0.17464788732394365,0.3492957746478873,2.7098591549295774,0.6989045383411581,0.2033898305084746,0.26785714285714285,0.23562348668280872
collections,GPT-5 Nano,GPT-5 Mini,710,0.2891280950232571,0.21113094844497343,0.17746478873239438,0.3788732394366197,2.6732394366197183,0.7029733959311424,0.18333333333333332,0.2909090909090909,0.23712121212121212
collections,GPT-5 Nano,Claude Sonnet 4.6,710,0.36885886862727446,0.26848729308558705,0.1619718309859155,0.4070422535211268,2.4957746478873237,0.7226917057902973,0.22413793103448276,0.18333333333333332,0.20373563218390806
collections,GPT-5 Nano,Gemini 2.5 Pro,710,0.1645059546153389,0.11240715025678327,0.15492957746478872,0.3380281690140845,2.9295774647887325,0.6744913928012519,0.15447154471544716,0.18333333333333332,0.16890243902439023
collections,GPT-5 Mini,Claude Sonnet 4.6,710,0.40459241117034445,0.300059512001587,0.17746478873239438,0.4323943661971831,2.4140845070422534,0.7317683881064163,0.22413793103448276,0.3148148148148148,0.26947637292464877
collections,GPT-5 Mini,Gemini 2.5 Pro,710,0.3716811764861229,0.2708060569992726,0.18732394366197183,0.4126760563380282,2.473239436619718,0.7251956181533646,0.19327731092436976,0.26785714285714285,0.23056722689075632
collections,Claude Sonnet 4.6,Gemini 2.5 Pro,710,0.3899654112800547,0.29256099980162664,0.17183098591549295,0.4253521126760563,2.4338028169014083,0.7295774647887324,0.21367521367521367,0.26785714285714285,0.24076617826617824
