dataset,model,feature_key,feature_label,feature_family,n,slope,intercept,rvalue,r_squared,p_value,stderr,x_mean,x_sd,y_mean,sign,sig_raw_0_05,q_value_bh_within_dataset,sig_bh_0_05_within_dataset
individual_papers,GPT-5.1,citation,Citation,citation,1953,-0.0013146945953301922,0.5960448608211082,-0.03145716422072347,0.0009895531808095648,0.16464042401762463,0.0009457180719970041,2.826326953344576,1.6097273189556476,0.59232910405091,negative,False,0.2963527632317243,False
individual_papers,GPT-5.1,journal_impact,Journal Impact Factor,journal_impact,1903,0.0038913506612995143,0.5866615048692548,0.03324967429896783,0.001105540840987442,0.14708325714387394,0.002682759344691748,1.4185239977200963,0.5771903197004828,0.5921814791658522,positive,False,0.29008227846912177,False
individual_papers,GPT-5.1,recent,Publication Year,publication_year,1953,-0.0002472002421994162,1.090669729944584,-0.024094884455588165,0.0005805634569281442,0.2871963448063047,0.00023220379046940356,2015.9390681003583,6.557428723759316,0.59232910405091,negative,False,0.4699576551375894,False
individual_papers,GPT-5.1,biology_share,Biology Journals,journal_discipline,2009,0.008799527734014342,0.5909171905545539,0.04833321747847947,0.0023360999118219932,0.030288044155278963,0.004059121962622369,0.16177202588352413,0.3683332299978441,0.5923407079829037,positive,True,0.09912450814454933,False
individual_papers,GPT-5.1,economics_share,Economics Journals,journal_discipline,2009,-0.0015268527325109104,0.5927716315763998,-0.010250497128402552,0.00010507269137938896,0.6461102543662331,0.0033247249203374463,0.28222996515679444,0.450196730876714,0.5923407079829037,negative,False,0.7503215857156256,False
individual_papers,GPT-5.1,psychology_share,Psychology Journals,journal_discipline,2009,-0.005915531428395292,0.5938188547111538,-0.03820110001787903,0.0014593240425759975,0.0869328180723104,0.003454037842307452,0.2498755599800896,0.43304862314176407,0.5923407079829037,negative,False,0.19713510694052994,False
individual_papers,GPT-5.1,mathphysics_share,Math/Physics Journals,journal_discipline,2009,0.0014214494036983326,0.5919395323672259,0.00954287386106843,9.106644152826309e-05,0.6690348674764408,0.0033247482061665753,0.28222996515679444,0.450196730876714,0.5923407079829037,positive,False,0.7526642259109959,False
individual_papers,GPT-5.1,multidisciplinary_share,Multidisciplinary Journals,journal_discipline,2009,-0.002708616316739783,0.5927721451264362,-0.014784645726051076,0.00021858574924484036,0.5077794734089998,0.004088984001195428,0.15928322548531607,0.36603110366055175,0.5923407079829037,negative,False,0.6770392978786663,False
individual_papers,GPT-4.1,empirical_share,Empirical papers,paper_type,2010,-0.011297505393044988,0.5912772470041829,-0.12778201366300798,0.01632824301577316,8.984119280499963e-09,0.001956843420850006,0.47064676616915424,0.4992618539477625,0.5859601126251678,negative,True,1.6171414704899934e-07,True
individual_papers,GPT-4.1,citation,Citation,citation,1954,0.00016872846087731934,0.5856274292998398,0.0061542087602877394,3.7874285465202356e-05,0.7857222996860385,0.0006205374400437534,2.8248805219457305,1.6105847816371133,0.58610406704247,positive,False,0.8571515996574965,False
individual_papers,GPT-4.1,journal_impact,Journal Impact Factor,journal_impact,1904,0.0019085662884328427,0.583240948511065,0.024894334360094805,0.0006197278832321968,0.2776049261571774,0.0017573847763683393,1.4183197411126705,0.5771074739611866,0.5859479057551714,positive,False,0.4699576551375894,False
individual_papers,GPT-4.1,recent,Publication Year,publication_year,1954,7.658839865885078e-05,0.43170648043887866,0.011371683578983887,0.0001293151874205318,0.6154077686693427,0.00015242992414362218,2015.9396110542477,6.556340337395938,0.58610406704247,positive,False,0.7503215857156256,False
individual_papers,GPT-4.1,biology_share,Biology Journals,journal_discipline,2010,0.003821038955172514,0.5853422829433613,0.031878207017230896,0.0010162200826334291,0.1530989803031476,0.0026735292682688143,0.16169154228855723,0.36825922597984256,0.5859601126251678,positive,False,0.29008227846912177,False
individual_papers,GPT-4.1,economics_share,Economics Journals,journal_discipline,2010,-0.009634141924461789,0.5886778034068443,-0.09824456249991521,0.009651994060799746,1.0216545777328367e-05,0.0021777929034937616,0.282089552238806,0.4501286934392657,0.5859601126251678,negative,True,7.355912959676425e-05,True
individual_papers,GPT-4.1,psychology_share,Psychology Journals,journal_discipline,2010,-0.003932156274265158,0.586944129842061,-0.03859598921819847,0.0014896503837312925,0.08364045232863326,0.002271867632852627,0.25024875621890547,0.4332640166508009,0.5859601126251678,negative,False,0.19713510694052994,False
individual_papers,GPT-4.1,mathphysics_share,Math/Physics Journals,journal_discipline,2010,0.007959985777139572,0.5837107236095382,0.08121567870899431,0.006595986468162591,0.0002674940465181859,0.0021799850467788913,0.28258706467661693,0.4503693231772948,0.5859601126251678,positive,True,0.0016049642791091156,True
individual_papers,GPT-4.1,multidisciplinary_share,Multidisciplinary Journals,journal_discipline,2010,-0.0018129516122917806,0.5862487417375725,-0.015030566264935305,0.00022591792224461126,0.500639053868691,0.002691410566298863,0.15920398009950248,0.3659572407057514,0.5859601126251678,negative,False,0.6770392978786663,False
individual_papers,Gemini 2.5 Pro,empirical_share,Empirical papers,paper_type,2011,-0.031667529468415764,0.542932427068122,-0.16852877841076447,0.02840194915262455,2.7986544897783165e-14,0.004132315379884986,0.4709099950273496,0.4992772062802337,0.5280198709236218,negative,True,1.007515616320194e-12,True
individual_papers,Gemini 2.5 Pro,citation,Citation,citation,1955,-0.0036246892877895504,0.5387059914477066,-0.06239408458969876,0.003893021791786484,0.005785394804040184,0.0013119861081439864,2.8237901212595995,1.6108942415940155,0.528470629644211,negative,True,0.02082742129454466,True
individual_papers,Gemini 2.5 Pro,journal_impact,Journal Impact Factor,journal_impact,1905,-0.00012016394903802562,0.528370528261384,-0.0007388538987784739,5.459050837401513e-07,0.9742909599832791,0.003728173459332907,1.417821937379407,0.5773648664314223,0.5282001571783557,negative,False,0.9742909599832791,False
individual_papers,Gemini 2.5 Pro,recent,Publication Year,publication_year,1955,0.0005422428764345333,-0.5646602220563584,0.0379908163874485,0.0014433021297848255,0.09309157827747247,0.0003227382739105072,2015.9432225063938,6.556607209947238,0.528470629644211,positive,False,0.19713510694052994,False
individual_papers,Gemini 2.5 Pro,biology_share,Biology Journals,journal_discipline,2011,0.019995992237475807,0.5247882958479482,0.07847431095748443,0.006158217480251961,0.0004277220362404558,0.0056674031290043685,0.1616111387369468,0.3681852631694679,0.5280198709236218,positive,True,0.0019247491630820512,True
individual_papers,Gemini 2.5 Pro,economics_share,Economics Journals,journal_discipline,2011,-0.022014824837603236,0.5342378821159434,-0.10566633727253259,0.01116537483259261,2.045531544118997e-06,0.004622218217728723,0.28244654400795627,0.45030137116974644,0.5280198709236218,negative,True,1.8409783897070973e-05,True
individual_papers,Gemini 2.5 Pro,psychology_share,Psychology Journals,journal_discipline,2011,-0.0035852153520307666,0.5289184032644589,-0.01656537332355402,0.0002744115933487152,0.4578150049190378,0.004827968805796867,0.2506215813028344,0.4334787679923721,0.5280198709236218,negative,False,0.6770392978786663,False
individual_papers,Gemini 2.5 Pro,mathphysics_share,Math/Physics Journals,journal_discipline,2011,0.016661493986579297,0.5233056043505917,0.08001414889768604,0.006402264023821073,0.0003285313770736143,0.004630868821354344,0.28294380905022376,0.4505413949708727,0.5280198709236218,positive,True,0.0016895899392357307,True
individual_papers,Gemini 2.5 Pro,multidisciplinary_share,Multidisciplinary Journals,journal_discipline,2011,0.005640286388947444,0.5271223614037495,0.021996928087830703,0.00048386484530119533,0.32416253326600564,0.005719315536423777,0.15912481352560914,0.36588341921113937,0.5280198709236218,positive,False,0.5073848346772263,False
collections,Claude Sonnet 4.6,journal_impact,Journal Impact Factor,journal_impact,715,0.012006519310745842,0.645233045872248,0.13363435647821395,0.017858141231346363,0.00033948238781274296,0.0033345815479341365,1.2683907360244315,0.4033718890246303,0.6604620037378964,positive,True,0.002036894326876458,True
collections,Claude Sonnet 4.6,citation,Citation,citation,715,-2.6358721830290304e-05,0.6605310028451192,-0.0008968383813618783,8.043190822837939e-07,0.9809012324206481,0.0011006905076793984,2.6176954886894337,1.2330891184978519,0.6604620037378964,negative,False,0.9809012324206481,False
collections,Claude Sonnet 4.6,empirical_share,Empirical papers,paper_type,715,0.003600815377899813,0.6588096589385906,0.03673698281679751,0.0013496059064816758,0.326622152380022,0.0036682535243798596,0.45888073280490327,0.36974921147415885,0.6604620037378964,positive,False,0.45224605714156896,False
collections,Claude Sonnet 4.6,recent,Publication Year,publication_year,715,-7.153588381468572e-05,0.8046809894441216,-0.009962642898409868,9.925425352123658e-05,0.7902881701426565,0.00026889520921432073,2016.0369595743814,5.0472549494619985,0.6604620037378964,negative,False,0.8574344412911824,False
collections,Claude Sonnet 4.6,biology_share,Biology Journals,journal_discipline,715,0.004210070189051418,0.6595323983676904,0.037205913471809945,0.0013842799972718087,0.32048084854219394,0.004234789219849119,0.22080519527288658,0.32027811324469213,0.6604620037378964,positive,False,0.45224605714156896,False
collections,Claude Sonnet 4.6,economics_share,Economics Journals,journal_discipline,715,-0.0025777893035478345,0.6611966828833026,-0.024362383714756478,0.0005935257402650316,0.5154375531989313,0.003961447935182364,0.285003566581267,0.34251294342040384,0.6604620037378964,negative,False,0.662705425541483,False
collections,Claude Sonnet 4.6,psychology_share,Psychology Journals,journal_discipline,715,0.0006149143806430396,0.6602638587683652,0.00552932570271101,3.05734427266606e-05,0.8826633843459751,0.00416477048640942,0.32223180294469234,0.3258833325994253,0.6604620037378964,positive,False,0.9078823381844315,False
collections,Claude Sonnet 4.6,mathphysics_share,Math/Physics Journals,journal_discipline,715,-0.024063754380931227,0.6685108064591533,-0.23466283404730162,0.05506664568311142,2.11571084902625e-10,0.0037331453480162497,0.33447826111601886,0.3534154662918419,0.6604620037378964,negative,True,7.6165590564945e-09,True
collections,Claude Sonnet 4.6,multidisciplinary_share,Multidisciplinary Journals,journal_discipline,715,0.0019128348188539545,0.6602036944976631,0.015004324046942583,0.00022512974010565945,0.6887673324384829,0.004773834698512342,0.13504001374672975,0.28427822329793223,0.6604620037378964,positive,False,0.7998588376704961,False
collections,GPT-5.1,journal_impact,Journal Impact Factor,journal_impact,715,0.010837297745777748,0.5361525844408682,0.0585474644697188,0.0034278055958329853,0.11778663677922026,0.006920261912585963,1.2683907360244315,0.4033718890246303,0.5498985125051512,positive,False,0.22046426110994194,False
collections,GPT-5.1,citation,Citation,citation,715,-0.0023886859358957673,0.5561513649034414,-0.03944890702970732,0.0015562162658384914,0.29215410122013036,0.002265901991665316,2.6176954886894337,1.2330891184978519,0.5498985125051512,negative,False,0.43823115183019556,False
collections,GPT-5.1,empirical_share,Empirical papers,paper_type,715,-0.012698516956554816,0.5557256172717105,-0.062884225596326,0.003954425828849623,0.092915903435086,0.007547552216071419,0.45888073280490327,0.36974921147415885,0.5498985125051512,negative,False,0.19676308962724096,False
collections,GPT-5.1,recent,Publication Year,publication_year,715,-0.0001847662657407965,0.9223941331211387,-0.012489912084468745,0.0001559979038777584,0.7388305008931656,0.0005539679739662313,2016.0369595743814,5.0472549494619985,0.5498985125051512,negative,False,0.8311843135048114,False
collections,GPT-5.1,biology_share,Biology Journals,journal_discipline,715,0.013261255098649212,0.5469703584835304,0.05688442181028757,0.00323583744469072,0.1286041523141328,0.008716511828684395,0.22080519527288658,0.32027811324469213,0.5498985125051512,positive,False,0.22046426110994194,False
collections,GPT-5.1,economics_share,Economics Journals,journal_discipline,715,-0.012545218833923445,0.5534739446163619,-0.057548854919769785,0.003311870702576711,0.12419329082596584,0.00815035325904384,0.285003566581267,0.34251294342040384,0.5498985125051512,negative,False,0.22046426110994194,False
collections,GPT-5.1,psychology_share,Psychology Journals,journal_discipline,715,-0.005316814684656006,0.5516117592869108,-0.023205724377719353,0.0005385056438946782,0.5355825180869984,0.00857817026837467,0.32223180294469234,0.3258833325994253,0.5498985125051512,negative,False,0.6648610569355842,False
collections,GPT-5.1,mathphysics_share,Math/Physics Journals,journal_discipline,715,-0.034367370655616666,0.5613936508811715,-0.16267219076648506,0.026462241648767707,1.2350426425850511e-05,0.007806648519748664,0.33447826111601886,0.3534154662918419,0.5498985125051512,negative,True,0.00014820511711020613,True
collections,GPT-5.1,multidisciplinary_share,Multidisciplinary Journals,journal_discipline,715,-0.013688532518701448,0.5517470121246492,-0.05211730400602195,0.0027162133768561117,0.1638928227110017,0.009822896419282296,0.13504001374672975,0.28427822329793223,0.5498985125051512,negative,False,0.26818825534527546,False
collections,GPT-4.1,journal_impact,Journal Impact Factor,journal_impact,715,0.029567437187322333,0.5707795195352086,0.20006134089373842,0.04002454012020061,6.859657991332309e-08,0.0054229525974707005,1.2683907360244315,0.4033718890246303,0.6082825829515924,positive,True,1.2347384384398158e-06,True
collections,GPT-4.1,citation,Citation,citation,715,0.002252756949051526,0.6023855512489464,0.046596432406986805,0.00217122751305889,0.21333010997249735,0.0018086099578946164,2.6176954886894337,1.2330891184978519,0.6082825829515924,positive,False,0.33390799821782197,False
collections,GPT-4.1,empirical_share,Empirical papers,paper_type,715,-0.020792345055741294,0.6178237894875034,-0.12895987211020382,0.016630648614680124,0.0005467703834276456,0.005987733316789427,0.45888073280490327,0.36974921147415885,0.6082825829515924,negative,True,0.0028119619719136056,True
collections,GPT-4.1,recent,Publication Year,publication_year,715,0.00010649979403384346,0.39357506199230485,0.009016705266729184,8.13009738670618e-05,0.8097991945527834,0.00044232193215333566,2016.0369595743814,5.0472549494619985,0.6082825829515924,positive,False,0.8574344412911824,False
collections,GPT-4.1,biology_share,Biology Journals,journal_discipline,715,0.011819700715340751,0.6056727316270746,0.0635005672515883,0.004032322041273489,0.08975071364259912,0.006956755378501117,0.22080519527288658,0.32027811324469213,0.6082825829515924,positive,False,0.19676308962724096,False
collections,GPT-4.1,economics_share,Economics Journals,journal_discipline,715,-0.01568073321069168,0.6127516478432489,-0.09009220518742683,0.008116605435533419,0.015965381676756606,0.006491793451637546,0.285003566581267,0.34251294342040384,0.6082825829515924,negative,True,0.04105383859737413,True
collections,GPT-4.1,psychology_share,Psychology Journals,journal_discipline,715,-0.011130145572745529,0.6118690698265351,-0.06084247284534339,0.0037018065019363473,0.1040441447614211,0.0068382329943011185,0.32223180294469234,0.3258833325994253,0.6082825829515924,negative,False,0.2080882895228422,False
collections,GPT-4.1,mathphysics_share,Math/Physics Journals,journal_discipline,715,-0.02016238514739787,0.6150264624756455,-0.11952845922634855,0.014287052565024869,0.0013646590645812944,0.006271927807885114,0.33447826111601886,0.3534154662918419,0.6082825829515924,negative,True,0.0054586362583251774,True
collections,GPT-4.1,multidisciplinary_share,Multidisciplinary Journals,journal_discipline,715,0.005619394704237368,0.607523739813484,0.026796433427507333,0.0007180488444348324,0.4743633987519156,0.007850761802794096,0.13504001374672975,0.28427822329793223,0.6082825829515924,positive,False,0.6324845316692208,False
collections,Gemini 2.5 Pro,journal_impact,Journal Impact Factor,journal_impact,715,0.029853423581618185,0.4729384575459298,0.12489558056287582,0.015598906044137805,0.0008171667772227289,0.008881541529477862,1.2683907360244315,0.4033718890246303,0.5108042634554676,positive,True,0.0036772504975022802,True
collections,Gemini 2.5 Pro,citation,Citation,citation,715,-0.0075662532628756095,0.5306104104879787,-0.09676596646961173,0.009363652266798023,0.00962487125978976,0.002914543892419236,2.6176954886894337,1.2330891184978519,0.5108042634554676,negative,True,0.028874613779369278,True
collections,Gemini 2.5 Pro,empirical_share,Empirical papers,paper_type,715,-0.024456407245627657,0.5220268375341164,-0.09378798669857862,0.00879618644897276,0.012107802982866737,0.009722594245376819,0.45888073280490327,0.36974921147415885,0.5108042634554676,negative,True,0.03352930056793866,True
collections,Gemini 2.5 Pro,recent,Publication Year,publication_year,715,0.0029121548573316255,-5.360207560929149,0.15244634173802818,0.02323988710930767,4.2554961139068744e-05,0.0007070443425852491,2016.0369595743814,5.0472549494619985,0.5108042634554676,positive,True,0.0003829946502516187,True
collections,Gemini 2.5 Pro,biology_share,Biology Journals,journal_discipline,715,0.03392059310709922,0.5033144202706824,0.11267770631757296,0.01269626550098922,0.002550490643342243,0.011202270735758066,0.22080519527288658,0.32027811324469213,0.5108042634554676,positive,True,0.008347060287301885,True
collections,Gemini 2.5 Pro,economics_share,Economics Journals,journal_discipline,715,-0.03999967851833898,0.5222043144952982,-0.1420956515997452,0.020191174203556168,0.00013769251631594364,0.01043522029149394,0.285003566581267,0.34251294342040384,0.5108042634554676,negative,True,0.0009913861174747941,True
collections,Gemini 2.5 Pro,psychology_share,Psychology Journals,journal_discipline,715,-0.005561518387447389,0.5125963615525648,-0.018797618244926397,0.00035335045168198977,0.6158057494692895,0.011078195996519383,0.32223180294469234,0.3258833325994253,0.5108042634554676,negative,False,0.7389668993631473,False
collections,Gemini 2.5 Pro,mathphysics_share,Math/Physics Journals,journal_discipline,715,-0.030962245034895176,0.5211604613349874,-0.11349201158632606,0.01288043669391077,0.0023718139556264902,0.010150963454182886,0.33447826111601886,0.3534154662918419,0.5108042634554676,negative,True,0.008347060287301885,True
collections,Gemini 2.5 Pro,multidisciplinary_share,Multidisciplinary Journals,journal_discipline,715,0.026805504251287696,0.5071844477928856,0.07903416565790122,0.006246399341240573,0.03460580310742947,0.01266204058274237,0.13504001374672975,0.28427822329793223,0.5108042634554676,positive,True,0.08305392745783073,False
