variation,family,mode,input_group,rmse_validation,r2_validation,correlation_validation,directional_accuracy_validation,validation_rmse_percentile,validation_r2_percentile,validation_correlation_percentile,validation_directional_accuracy_percentile,rmse_learning,r2_learning,correlation_learning,directional_accuracy_learning,learning_rmse_percentile,learning_r2_percentile,learning_correlation_percentile,learning_directional_accuracy_percentile,mean_crosswave_rank
paper_only_quantitative,paper_only_quantitative,single,paper_only,7.840979521916632,-0.209125379130239,0.6886180457673771,0.6,49.09090909090909,49.09090909090909,69.0909090909091,85.45454545454545,14.889560944722373,0.002147728684703587,0.4154136639333742,0.58,56.36363636363637,56.36363636363637,65.45454545454545,74.54545454545455,16.5
both_structured_reasoning,both_structured,reasoning,both,6.7790484114292475,0.0962086750485669,0.643870973626275,0.65,87.27272727272727,87.27272727272727,43.63636363636363,96.36363636363636,14.912372227118032,-0.000912096425236486,0.3874669966076228,0.6,52.72727272727273,52.72727272727273,36.36363636363637,89.0909090909091,16.5
both_quantitative_joint_reasoning,both_quantitative,joint_reasoning,both,8.041173229556406,-0.27165567581609373,0.6910787813050744,0.65,41.81818181818182,41.81818181818182,72.72727272727273,96.36363636363636,14.685452213878593,0.029317688468360137,0.401839059849379,0.5733333333333334,72.72727272727273,72.72727272727273,45.45454545454545,67.27272727272727,16.5
paper_only_freeform_joint_reasoning,paper_only_freeform,joint_reasoning,paper_only,7.9268726428496175,-0.23576092614480681,0.689894057282987,0.55,47.27272727272727,47.27272727272727,70.9090909090909,69.0909090909091,14.68696651838875,0.029117492469436512,0.3911646077478181,0.6,70.9090909090909,70.9090909090909,41.81818181818182,89.0909090909091,17.0
both_freeform_joint,both_freeform,joint,both,7.011719882905329,0.03310388939924003,0.6644799879870172,0.55,83.63636363636364,83.63636363636364,56.36363636363637,69.0909090909091,14.646869206726306,0.03441152466959685,0.4104063510795183,0.5333333333333333,76.36363636363636,76.36363636363636,60.0,43.63636363636363,18.0
both_structured_joint_reasoning,both_structured,joint_reasoning,both,6.611241547428782,0.14039932615627126,0.6849207189861736,0.65,90.9090909090909,90.9090909090909,65.45454545454545,96.36363636363636,14.976811597836257,-0.009581072682957936,0.3651183461206818,0.5733333333333334,47.27272727272727,47.27272727272727,21.818181818181817,67.27272727272727,18.5
both_uncertainty_joint_reasoning,both_uncertainty,joint_reasoning,both,7.127691844335028,0.0008549793369357905,0.7073969718939858,0.55,80.0,80.0,81.81818181818181,69.0909090909091,14.739474012216666,0.022163063285541962,0.3837885307607058,0.5466666666666666,67.27272727272727,67.27272727272727,30.90909090909091,50.90909090909091,19.0
both_quantitative_joint,both_quantitative,joint,both,7.95604612805695,-0.24487367345340894,0.6061767169424503,0.6,45.45454545454545,45.45454545454545,34.54545454545455,85.45454545454545,14.374972510819306,0.06992812318997477,0.4102066231597391,0.5733333333333334,98.18181818181819,98.18181818181819,58.18181818181818,67.27272727272727,19.5
both_freeform_joint_reasoning,both_freeform,joint_reasoning,both,7.991511876383187,-0.2559969828161317,0.7174589157560243,0.55,43.63636363636363,43.63636363636363,89.0909090909091,69.0909090909091,14.84844471742812,0.007651084146759524,0.4168301908069812,0.5333333333333333,61.81818181818182,61.81818181818182,72.72727272727273,43.63636363636363,20.5
both_rules_reasoning,both_rules,reasoning,both,7.468599170496987,-0.09700599730904313,0.608347048202204,0.55,61.81818181818182,61.81818181818182,36.36363636363637,69.0909090909091,14.98653124728956,-0.010891893508011563,0.4173878843451992,0.5866666666666667,45.45454545454545,45.45454545454545,74.54545454545455,80.0,20.5
both_uncertainty_joint,both_uncertainty,joint,both,6.017337793968198,0.2879024659240078,0.7284335159637003,0.65,98.18181818181819,98.18181818181819,90.9090909090909,96.36363636363636,14.766799397599044,0.01853409540069184,0.367456692951041,0.5066666666666667,65.45454545454545,65.45454545454545,23.636363636363637,25.454545454545453,21.0
both_rules_joint_reasoning,both_rules,joint_reasoning,both,8.12596430054407,-0.2986153072915718,0.6928226616594285,0.5,38.18181818181818,38.18181818181818,74.54545454545455,30.90909090909091,14.805188445532304,0.013424455114057876,0.4358638936359194,0.5933333333333334,63.63636363636363,63.63636363636363,94.54545454545455,83.63636363636364,21.5
both_refined_joint,both_refined,joint,both,7.816194923653651,-0.201493596858892,0.6058579334858527,0.5,52.72727272727273,52.72727272727273,32.72727272727273,30.90909090909091,14.4730589362119,0.057192284279797834,0.4250962441074932,0.5933333333333334,94.54545454545455,94.54545454545455,83.63636363636364,83.63636363636364,22.5
both_rules,both_rules,single,both,9.543602373461113,-0.7912465656267083,0.7531090003830074,0.65,12.727272727272727,12.727272727272727,98.18181818181819,96.36363636363636,15.895492034355795,-0.13723552650661186,0.430404358919256,0.52,9.090909090909092,9.090909090909092,89.0909090909091,34.54545454545455,24.0
both_ensemble_joint,both_ensemble,joint,both,8.413438308909486,-0.39212337903742744,0.5210648329303766,0.55,32.72727272727273,32.72727272727273,12.727272727272727,69.0909090909091,14.626587581871206,0.0370837878130279,0.4180211359112805,0.58,78.18181818181819,78.18181818181819,76.36363636363636,74.54545454545455,25.5
paper_only_structured_joint_reasoning,paper_only_structured,joint_reasoning,paper_only,8.407086461307605,-0.39002216492871966,0.652837055909976,0.55,34.54545454545455,34.54545454545455,47.27272727272727,69.0909090909091,14.588955561362573,0.04203229229770011,0.4100813278330592,0.54,81.81818181818181,81.81818181818181,56.36363636363637,45.45454545454545,26.0
both_refined,both_refined,single,both,9.398992902455488,-0.7373740922189638,0.5347908479108816,0.6,16.363636363636363,16.363636363636363,16.363636363636363,85.45454545454545,15.09495080338118,-0.025571327850891112,0.4263993475853216,0.5866666666666667,32.72727272727273,32.72727272727273,85.45454545454545,80.0,27.5
paper_only_structured,paper_only_structured,single,paper_only,7.354761030992054,-0.0638192148180523,0.706403022913713,0.5,69.0909090909091,69.0909090909091,80.0,30.90909090909091,15.094458601825034,-0.02550444726542045,0.4162924863623249,0.4933333333333333,34.54545454545455,34.54545454545455,69.0909090909091,21.818181818181817,28.0
paper_only_structured_reasoning,paper_only_structured,reasoning,paper_only,8.112283472305652,-0.29424630520663997,0.6611027064230579,0.55,40.0,40.0,50.90909090909091,69.0909090909091,15.066346118527932,-0.021688128859074896,0.4212085025920656,0.5533333333333333,36.36363636363637,36.36363636363637,81.81818181818181,54.54545454545455,28.0
both_freeform_reasoning,both_freeform,reasoning,both,8.447389180541508,-0.4033813600334324,0.6794811957839354,0.6,30.90909090909091,30.90909090909091,61.81818181818182,85.45454545454545,15.356403284783854,-0.061405868691377874,0.4145382912172404,0.5333333333333333,20.0,20.0,63.63636363636363,43.63636363636363,28.5
both_ensemble_joint_reasoning,both_ensemble,joint_reasoning,both,8.765887602564627,-0.5112019080347803,0.7041048321396065,0.55,23.636363636363637,23.636363636363637,78.18181818181819,69.0909090909091,14.867068205421305,0.005160239043564552,0.3895117337029239,0.52,60.0,60.0,40.0,34.54545454545455,28.5
both_freeform,both_freeform,single,both,8.642615983104925,-0.46899775001090505,0.6640184835443409,0.55,27.272727272727273,27.272727272727273,54.54545454545455,69.0909090909091,15.145533642880991,-0.03245617679422197,0.4377429499214655,0.5133333333333333,27.272727272727273,27.272727272727273,96.36363636363636,29.09090909090909,29.5
paper_only_quantitative_joint,paper_only_quantitative,joint,paper_only,7.81802246898441,-0.202055517521871,0.710214000472821,0.55,50.90909090909091,50.90909090909091,83.63636363636364,69.0909090909091,14.901612269004302,0.0005317901177832596,0.358000273563743,0.5,54.54545454545455,54.54545454545455,20.0,23.636363636363637,29.5
both_refined_joint_reasoning,both_refined,joint_reasoning,both,8.57993846791726,-0.4477682368477722,0.5998812739711037,0.6,29.09090909090909,29.09090909090909,30.90909090909091,85.45454545454545,14.934833244041767,-0.003929514984276183,0.3881881526687579,0.5733333333333334,50.90909090909091,50.90909090909091,38.18181818181818,67.27272727272727,31.0
paper_only_freeform,paper_only_freeform,single,paper_only,10.195428520923464,-1.044286054891964,0.6637782982687193,0.6,9.090909090909092,9.090909090909092,52.72727272727273,85.45454545454545,15.667493503639584,-0.1048454039389839,0.4198411506791914,0.5466666666666666,16.363636363636363,16.363636363636363,80.0,50.90909090909091,31.5
paper_only_freeform_reasoning,paper_only_freeform,reasoning,paper_only,10.388464471002504,-1.1224301939253887,0.6948567021327922,0.65,5.454545454545454,5.454545454545454,76.36363636363636,96.36363636363636,17.132114152389796,-0.3210656056992036,0.3799337018514593,0.5733333333333334,3.6363636363636362,3.6363636363636362,29.09090909090909,67.27272727272727,32.5
paper_only_quantitative_joint_reasoning,paper_only_quantitative,joint_reasoning,paper_only,7.10259565549639,0.007878456031769954,0.6810139422796455,0.45,81.81818181818181,81.81818181818181,63.63636363636363,21.818181818181817,14.885877669100664,0.002641351077679044,0.3727349884185887,0.4866666666666667,58.18181818181818,58.18181818181818,27.272727272727273,18.181818181818183,33.5
both_refined_reasoning,both_refined,reasoning,both,9.479175024829026,-0.7671433557221106,0.5823073487237566,0.55,14.545454545454545,14.545454545454545,25.454545454545453,69.0909090909091,15.486368209499274,-0.07944775836040963,0.4105652190922931,0.6066666666666667,18.181818181818183,18.181818181818183,61.81818181818182,96.36363636363636,34.5
both_structured,both_structured,single,both,7.356533443254728,-0.0643320128297511,0.6530454334036766,0.5,67.27272727272727,67.27272727272727,49.09090909090909,30.90909090909091,15.13962380242511,-0.03165059793731295,0.3701256594014797,0.5733333333333334,29.09090909090909,29.09090909090909,25.454545454545453,67.27272727272727,34.5
both_quantitative,both_quantitative,single,both,9.32795594117004,-0.7112114201658304,0.599180615008701,0.55,18.181818181818183,18.181818181818183,29.09090909090909,69.0909090909091,15.732390089225266,-0.11401715698532522,0.4085908356577537,0.5533333333333333,12.727272727272727,12.727272727272727,52.72727272727273,54.54545454545455,39.0
both_ensemble_reasoning,both_ensemble,reasoning,both,9.94153321512131,-0.9437366941281964,0.6320239403174064,0.55,10.909090909090908,10.909090909090908,41.81818181818182,69.0909090909091,17.37084912078808,-0.3581400712439857,0.4058941321613051,0.5266666666666666,0.0,0.0,49.09090909090909,38.18181818181818,41.0
both_quantitative_reasoning,both_quantitative,reasoning,both,10.434520735740223,-1.141291093433805,0.4985897771909108,0.55,3.6363636363636362,3.6363636363636362,7.2727272727272725,69.0909090909091,16.384968481317593,-0.20835261811071937,0.4029429071617513,0.5733333333333334,7.2727272727272725,7.2727272727272725,47.27272727272727,67.27272727272727,42.5
data_only_structured_reasoning,data_only_structured,reasoning,data_only,7.257778404004866,-0.03594835687770792,0.5835621943622269,0.45,76.36363636363636,76.36363636363636,27.272727272727273,21.818181818181817,15.230118199141852,-0.04402047143974008,0.300465683419849,0.4933333333333333,25.454545454545453,25.454545454545453,0.0,21.818181818181817,45.0
data_only_freeform_joint_reasoning,data_only_freeform,joint_reasoning,data_only,7.334212032472776,-0.0578829564746568,0.5525338673346883,0.4,74.54545454545455,74.54545454545455,20.0,16.363636363636363,15.003359184546786,-0.01316336991311684,0.3428129508254975,0.46,43.63636363636363,43.63636363636363,9.090909090909092,12.727272727272727,45.5
both_ensemble,both_ensemble,single,both,9.092238188282014,-0.6258194187044988,0.5130759241594598,0.5,21.818181818181817,21.818181818181817,9.090909090909092,30.90909090909091,15.807210847627532,-0.12463853258267288,0.4156617701191312,0.5133333333333333,10.909090909090908,10.909090909090908,67.27272727272727,29.09090909090909,45.5
data_only_freeform_joint,data_only_freeform,joint,data_only,7.337964180413315,-0.05896564911700386,0.5325728525707165,0.4,70.9090909090909,70.9090909090909,14.545454545454545,16.363636363636363,14.943279227164222,-0.005065325365548379,0.3495636755998098,0.4533333333333333,49.09090909090909,49.09090909090909,14.545454545454545,9.090909090909092,46.0
data_only_structured,data_only_structured,single,data_only,7.667727994377793,-0.15628287674320784,0.5207047952275553,0.45,56.36363636363637,56.36363636363637,10.909090909090908,21.818181818181817,15.04820469278576,-0.019229175609504656,0.3145614127903659,0.52,40.0,40.0,1.8181818181818181,34.54545454545455,46.5
data_only_freeform_reasoning,data_only_freeform,reasoning,data_only,7.390567730233734,-0.07420285059514797,0.5534237222943302,0.4,63.63636363636363,63.63636363636363,21.818181818181817,16.363636363636363,15.107625489193094,-0.027294321431595714,0.3480047940437374,0.46,30.90909090909091,30.90909090909091,12.727272727272727,12.727272727272727,47.5
data_only_structured_joint,data_only_structured,joint,data_only,8.74957938590863,-0.5055842035345752,0.4812273639762233,0.4,25.454545454545453,25.454545454545453,3.6363636363636362,16.363636363636363,15.04461778252827,-0.01874334385100651,0.3515096499491916,0.4866666666666667,41.81818181818182,41.81818181818182,16.363636363636363,18.181818181818183,49.5
data_only_freeform,data_only_freeform,single,data_only,7.665473659673514,-0.15560307551976438,0.5370568250398376,0.4,58.18181818181818,58.18181818181818,18.181818181818183,16.363636363636363,15.355897075289018,-0.06133589333804168,0.3221291640354555,0.4266666666666667,21.818181818181817,21.818181818181817,3.6363636363636362,3.6363636363636362,50.5
data_only_quantitative_reasoning,data_only_quantitative,reasoning,data_only,10.33494243157588,-1.100616736540518,0.5683766874091226,0.4,7.2727272727272725,7.2727272727272725,23.636363636363637,16.363636363636363,15.72700933084659,-0.11325525977251183,0.3838251428896606,0.4666666666666667,14.545454545454545,14.545454545454545,32.72727272727273,14.545454545454545,51.0
data_only_quantitative_joint,data_only_quantitative,joint,data_only,9.11354527362294,-0.633448357242202,0.6294938057229219,0.4,20.0,20.0,40.0,16.363636363636363,15.270272853584794,-0.049532910066510505,0.3543322535427255,0.4466666666666666,23.636363636363637,23.636363636363637,18.181818181818183,7.2727272727272725,51.0
data_only_structured_joint_reasoning,data_only_structured,joint_reasoning,data_only,7.74340093201874,-0.17921824644808204,0.4835522888612858,0.35,54.54545454545455,54.54545454545455,5.454545454545454,0.0,15.064703476659854,-0.021465357366246218,0.3468462910838499,0.44,38.18181818181818,38.18181818181818,10.909090909090908,5.454545454545454,51.5
data_only_quantitative,data_only_quantitative,single,data_only,11.65750421878848,-1.6726485929793529,0.4603438189877635,0.4,1.8181818181818181,1.8181818181818181,0.0,16.363636363636363,16.8191589649125,-0.2732421796261262,0.3250861689111399,0.4266666666666667,5.454545454545454,5.454545454545454,5.454545454545454,3.6363636363636362,55.0
data_only_quantitative_joint_reasoning,data_only_quantitative,joint_reasoning,data_only,14.047094733131264,-2.880643256288826,0.4796677891244402,0.4,0.0,0.0,1.8181818181818181,16.363636363636363,17.230038775123923,-0.33621079619221406,0.3286253736907962,0.42,1.8181818181818181,1.8181818181818181,7.2727272727272725,0.0,55.5
