wave,source,variation,family,mode,input_group,rmse,correlation,directional_accuracy,r2,n
validation,validation_batch,data_only_quantitative_joint_reasoning,data_only_quantitative,joint_reasoning,data_only,12.96140404840284,0.5798996091173749,0.35,-2.303960116043088,20
validation,validation_batch,data_only_structured,data_only_structured,single,data_only,7.525396172752512,0.5327187093069691,0.45,-0.11375440344316057,20
validation,validation_batch,data_only_structured_reasoning,data_only_structured,reasoning,data_only,7.084118785063369,0.5756868514483483,0.35,0.013033601659190652,20
validation,validation_batch,data_only_structured_joint,data_only_structured,joint,data_only,7.859892601686826,0.5686646737238042,0.4,-0.2149654313237721,20
validation,validation_batch,data_only_structured_joint_reasoning,data_only_structured,joint_reasoning,data_only,8.966540598411335,0.4078819054655212,0.4,-0.5811771737239981,20
validation,validation_batch,paper_only_freeform,paper_only_freeform,single,paper_only,9.602079283801167,0.6690506417741799,0.6,-0.8132649753817223,20
validation,validation_batch,paper_only_freeform_reasoning,paper_only_freeform,reasoning,paper_only,9.410454453602323,0.6946106462599815,0.7,-0.7416139386849288,20
validation,validation_batch,paper_only_freeform_joint,paper_only_freeform,joint,paper_only,7.684871133078224,0.6586133612621808,0.6,-0.16145898018386196,20
validation,validation_batch,paper_only_freeform_joint_reasoning,paper_only_freeform,joint_reasoning,paper_only,7.210926375607032,0.7268559501893278,0.65,-0.02261655807339924,20
validation,validation_batch,paper_only_quantitative,paper_only_quantitative,single,paper_only,7.48015748176849,0.7013797138019613,0.55,-0.10040405036844802,20
validation,validation_batch,paper_only_quantitative_reasoning,paper_only_quantitative,reasoning,paper_only,6.855622936900791,0.6746205578037189,0.55,0.07567533090826062,20
validation,validation_batch,paper_only_quantitative_joint,paper_only_quantitative,joint,paper_only,7.721754230977082,0.7270426134178124,0.6,-0.17263444540160933,20
validation,validation_batch,paper_only_quantitative_joint_reasoning,paper_only_quantitative,joint_reasoning,paper_only,7.172089359573059,0.6693701959685142,0.65,-0.01163088912087451,20
validation,validation_batch,paper_only_structured,paper_only_structured,single,paper_only,7.695577973741131,0.693832271512332,0.55,-0.16469760809457146,20
validation,validation_batch,paper_only_structured_reasoning,paper_only_structured,reasoning,paper_only,7.027526901380623,0.7129594024669014,0.55,0.0287394902060516,20
validation,validation_batch,paper_only_structured_joint,paper_only_structured,joint,paper_only,7.1271901623942755,0.6620485929893422,0.55,0.0009956238495445469,20
validation,validation_batch,paper_only_structured_joint_reasoning,paper_only_structured,joint_reasoning,paper_only,7.165527926169532,0.690233040157246,0.6,-0.0097807413937272,20
learning,no_input_baseline,baseline,baseline,single,baseline,15.022915938200086,0.376068183822049,0.5933333333333334,-0.01580639138657447,150
learning,no_input_baseline,baseline_reasoning,baseline,reasoning,baseline,14.817259062515095,0.3381276463288686,0.6133333333333333,0.011815096330119346,150
learning,no_input_baseline,baseline_joint,baseline,joint,baseline,14.9503828838489,0.3591492101979627,0.4933333333333333,-0.006021117720136804,150
learning,no_input_baseline,baseline_joint_reasoning,baseline,joint_reasoning,baseline,15.136087921161788,0.3576229997292009,0.4466666666666666,-0.031168767200522085,150
learning,augmented,both_contrastive,both_contrastive,single,both,14.562966189083774,0.4488167452860782,0.6066666666666667,0.04544237919865346,150
learning,augmented,both_contrastive_reasoning,both_contrastive,reasoning,both,14.565212457053384,0.4319658140993421,0.64,0.04514788458174446,150
learning,augmented,both_contrastive_joint,both_contrastive,joint,both,14.724483625430514,0.4164376716418044,0.5466666666666666,0.024151017542501485,150
learning,augmented,both_contrastive_joint_reasoning,both_contrastive,joint_reasoning,both,14.54678950931122,0.43276322175455,0.5266666666666666,0.04756186453337985,150
learning,augmented,both_ensemble,both_ensemble,single,both,15.807210847627532,0.4156617701191312,0.5133333333333333,-0.12463853258267288,150
learning,augmented,both_ensemble_reasoning,both_ensemble,reasoning,both,17.37084912078808,0.4058941321613051,0.5266666666666666,-0.3581400712439857,150
learning,augmented,both_ensemble_joint,both_ensemble,joint,both,14.626587581871206,0.4180211359112805,0.58,0.0370837878130279,150
learning,augmented,both_ensemble_joint_reasoning,both_ensemble,joint_reasoning,both,14.867068205421305,0.3895117337029239,0.52,0.005160239043564552,150
learning,augmented,both_freeform,both_freeform,single,both,15.145533642880991,0.4377429499214655,0.5133333333333333,-0.03245617679422197,150
learning,augmented,both_freeform_reasoning,both_freeform,reasoning,both,15.356403284783854,0.4145382912172404,0.5333333333333333,-0.061405868691377874,150
learning,augmented,both_freeform_joint,both_freeform,joint,both,14.646869206726306,0.4104063510795183,0.5333333333333333,0.03441152466959685,150
learning,augmented,both_freeform_joint_reasoning,both_freeform,joint_reasoning,both,14.84844471742812,0.4168301908069812,0.5333333333333333,0.007651084146759524,150
learning,augmented,both_quantitative,both_quantitative,single,both,15.732390089225266,0.4085908356577537,0.5533333333333333,-0.11401715698532522,150
learning,augmented,both_quantitative_reasoning,both_quantitative,reasoning,both,16.384968481317593,0.4029429071617513,0.5733333333333334,-0.20835261811071937,150
learning,augmented,both_quantitative_joint,both_quantitative,joint,both,14.374972510819306,0.4102066231597391,0.5733333333333334,0.06992812318997477,150
learning,augmented,both_quantitative_joint_reasoning,both_quantitative,joint_reasoning,both,14.685452213878593,0.401839059849379,0.5733333333333334,0.029317688468360137,150
learning,augmented,both_refined,both_refined,single,both,15.09495080338118,0.4263993475853216,0.5866666666666667,-0.025571327850891112,150
learning,augmented,both_refined_reasoning,both_refined,reasoning,both,15.486368209499274,0.4105652190922931,0.6066666666666667,-0.07944775836040963,150
learning,augmented,both_refined_joint,both_refined,joint,both,14.4730589362119,0.4250962441074932,0.5933333333333334,0.057192284279797834,150
learning,augmented,both_refined_joint_reasoning,both_refined,joint_reasoning,both,14.934833244041767,0.3881881526687579,0.5733333333333334,-0.003929514984276183,150
learning,augmented,both_rules,both_rules,single,both,15.895492034355795,0.430404358919256,0.52,-0.13723552650661186,150
learning,augmented,both_rules_reasoning,both_rules,reasoning,both,14.98653124728956,0.4173878843451992,0.5866666666666667,-0.010891893508011563,150
learning,augmented,both_rules_joint,both_rules,joint,both,14.486047876554805,0.4566775700143582,0.6333333333333333,0.05549926715230591,150
learning,augmented,both_rules_joint_reasoning,both_rules,joint_reasoning,both,14.805188445532304,0.4358638936359194,0.5933333333333334,0.013424455114057876,150
learning,augmented,both_structured,both_structured,single,both,15.13962380242511,0.3701256594014797,0.5733333333333334,-0.03165059793731295,150
learning,augmented,both_structured_reasoning,both_structured,reasoning,both,14.912372227118032,0.3874669966076228,0.6,-0.000912096425236486,150
learning,augmented,both_structured_joint,both_structured,joint,both,14.503526544981156,0.3851743512027547,0.6066666666666667,0.053218648613150066,150
learning,augmented,both_structured_joint_reasoning,both_structured,joint_reasoning,both,14.976811597836257,0.3651183461206818,0.5733333333333334,-0.009581072682957936,150
learning,augmented,both_uncertainty,both_uncertainty,single,both,14.354508683434943,0.4271613301772494,0.5866666666666667,0.07257428936705912,150
learning,augmented,both_uncertainty_reasoning,both_uncertainty,reasoning,both,14.401478327937909,0.4096375689029177,0.6,0.0664950671489637,150
learning,augmented,both_uncertainty_joint,both_uncertainty,joint,both,14.766799397599044,0.367456692951041,0.5066666666666667,0.01853409540069184,150
learning,augmented,both_uncertainty_joint_reasoning,both_uncertainty,joint_reasoning,both,14.739474012216666,0.3837885307607058,0.5466666666666666,0.022163063285541962,150
learning,augmented,data_only_freeform,data_only_freeform,single,data_only,15.355897075289018,0.3221291640354555,0.4266666666666667,-0.06133589333804168,150
learning,augmented,data_only_freeform_reasoning,data_only_freeform,reasoning,data_only,15.107625489193094,0.3480047940437374,0.46,-0.027294321431595714,150
learning,augmented,data_only_freeform_joint,data_only_freeform,joint,data_only,14.943279227164222,0.3495636755998098,0.4533333333333333,-0.005065325365548379,150
learning,augmented,data_only_freeform_joint_reasoning,data_only_freeform,joint_reasoning,data_only,15.003359184546786,0.3428129508254975,0.46,-0.01316336991311684,150
learning,augmented,data_only_quantitative,data_only_quantitative,single,data_only,16.8191589649125,0.3250861689111399,0.4266666666666667,-0.2732421796261262,150
learning,augmented,data_only_quantitative_reasoning,data_only_quantitative,reasoning,data_only,15.72700933084659,0.3838251428896606,0.4666666666666667,-0.11325525977251183,150
learning,augmented,data_only_quantitative_joint,data_only_quantitative,joint,data_only,15.270272853584794,0.3543322535427255,0.4466666666666666,-0.049532910066510505,150
learning,augmented,data_only_quantitative_joint_reasoning,data_only_quantitative,joint_reasoning,data_only,17.230038775123923,0.3286253736907962,0.42,-0.33621079619221406,150
learning,augmented,data_only_structured,data_only_structured,single,data_only,15.04820469278576,0.3145614127903659,0.52,-0.019229175609504656,150
learning,augmented,data_only_structured_reasoning,data_only_structured,reasoning,data_only,15.230118199141852,0.300465683419849,0.4933333333333333,-0.04402047143974008,150
learning,augmented,data_only_structured_joint,data_only_structured,joint,data_only,15.04461778252827,0.3515096499491916,0.4866666666666667,-0.01874334385100651,150
learning,augmented,data_only_structured_joint_reasoning,data_only_structured,joint_reasoning,data_only,15.064703476659854,0.3468462910838499,0.44,-0.021465357366246218,150
learning,augmented,paper_only_freeform,paper_only_freeform,single,paper_only,15.667493503639584,0.4198411506791914,0.5466666666666666,-0.1048454039389839,150
learning,augmented,paper_only_freeform_reasoning,paper_only_freeform,reasoning,paper_only,17.132114152389796,0.3799337018514593,0.5733333333333334,-0.3210656056992036,150
learning,augmented,paper_only_freeform_joint,paper_only_freeform,joint,paper_only,14.654057414996148,0.4011965964547671,0.58,0.03346353310390204,150
learning,augmented,paper_only_freeform_joint_reasoning,paper_only_freeform,joint_reasoning,paper_only,14.68696651838875,0.3911646077478181,0.6,0.029117492469436512,150
learning,augmented,paper_only_quantitative,paper_only_quantitative,single,paper_only,14.889560944722373,0.4154136639333742,0.58,0.002147728684703587,150
learning,augmented,paper_only_quantitative_reasoning,paper_only_quantitative,reasoning,paper_only,14.616509847086048,0.4061933040238646,0.6066666666666667,0.0384102313343575,150
learning,augmented,paper_only_quantitative_joint,paper_only_quantitative,joint,paper_only,14.901612269004302,0.358000273563743,0.5,0.0005317901177832596,150
learning,augmented,paper_only_quantitative_joint_reasoning,paper_only_quantitative,joint_reasoning,paper_only,14.885877669100664,0.3727349884185887,0.4866666666666667,0.002641351077679044,150
learning,augmented,paper_only_structured,paper_only_structured,single,paper_only,15.094458601825034,0.4162924863623249,0.4933333333333333,-0.02550444726542045,150
learning,augmented,paper_only_structured_reasoning,paper_only_structured,reasoning,paper_only,15.066346118527932,0.4212085025920656,0.5533333333333333,-0.021688128859074896,150
learning,augmented,paper_only_structured_joint,paper_only_structured,joint,paper_only,14.479138990550467,0.4196590053775115,0.58,0.05639998097659926,150
learning,augmented,paper_only_structured_joint_reasoning,paper_only_structured,joint_reasoning,paper_only,14.588955561362573,0.4100813278330592,0.54,0.04203229229770011,150
