panel,model,analysis,feature_key,feature_label,coef,ci_low,ci_high,p_value,significant_95,direction,n,r2_in_sample
Individual papers,GPT-5 Mini,univariate_ols_hc3,economics_share,Economics Journals,-0.006751373251833508,-0.009628365464619012,-0.0038743810390480045,4.237021460830887e-06,True,negative,2011,0.012998513753723406
Individual papers,GPT-5 Mini,univariate_ols_hc3,psychology_share,Psychology Journals,0.000143001116284348,-0.0024879484082204824,0.002773950640789178,0.9151612557457366,False,positive,2011,5.831607902684333e-06
Individual papers,GPT-5 Mini,univariate_ols_hc3,mathphysics_share,Math/Physics Journals,0.0032308617600748006,0.001000576489660938,0.005461147030488663,0.00452174744911772,True,positive,2011,0.0029767763919607004
Individual papers,GPT-5 Mini,univariate_ols_hc3,multidisciplinary_share,Multidisciplinary Journals,0.000758817877201245,-0.0015577452968020254,0.0030753810512045153,0.5208669740855134,False,positive,2011,0.00016420431617070186
Individual papers,GPT-5 Nano,univariate_ols_hc3,journal_impact,Journal Impact Factor,-0.0001404728893552748,-0.002810652758269111,0.0025297069795585615,0.917875799953629,False,negative,2011,4.674449860742058e-06
Individual papers,GPT-5 Nano,univariate_ols_hc3,citation,Citation,-0.0003336994742000509,-0.0032650418271218673,0.0025976428787217653,0.8234426850017331,False,negative,2011,2.637889017975681e-05
Individual papers,GPT-5 Nano,univariate_ols_hc3,empirical_share,Empirical papers,-0.007095552126036074,-0.009937772852047073,-0.0042533314000250755,9.930319496949855e-07,True,negative,2011,0.011926633254069285
Individual papers,GPT-5 Nano,univariate_ols_hc3,recent,Publication Year,-0.003812307979334021,-0.006642276805069756,-0.000982339153598286,0.008283097014638858,True,negative,2011,0.0034428763967716547
Individual papers,GPT-5 Nano,univariate_ols_hc3,biology_share,Biology Journals,0.003363223075135932,0.0008588446714558099,0.005867601478816055,0.008485671720721498,True,positive,2011,0.002679518891087085
Individual papers,GPT-5 Nano,univariate_ols_hc3,economics_share,Economics Journals,-0.0031871901267917046,-0.006261639877556487,-0.00011274037602692277,0.042170255558793036,True,negative,2011,0.002406364532735239
Individual papers,GPT-5 Nano,univariate_ols_hc3,psychology_share,Psychology Journals,0.002297854775242065,-0.000471111675470438,0.005066821225954568,0.10384420317100962,False,positive,2011,0.0012508079433860564
Individual papers,GPT-5 Nano,univariate_ols_hc3,mathphysics_share,Math/Physics Journals,0.0003254630974115313,-0.002369566805183943,0.0030204930000070056,0.8128946099076961,False,positive,2011,2.509279171047929e-05
Individual papers,GPT-5 Nano,univariate_ols_hc3,multidisciplinary_share,Multidisciplinary Journals,0.0004617541286331072,-0.0017832981767332756,0.00270680643399949,0.686861266537802,False,positive,2011,5.050879988899304e-05
Collections,GPT-4.1,univariate_ols_hc3,journal_impact,Journal Impact Factor,0.011918327399972216,0.007303221466604759,0.016533433333339675,4.1590748936813764e-07,True,positive,715,0.04002453539505568
Collections,GPT-4.1,univariate_ols_hc3,citation,Citation,0.002775912047882619,-0.0011112185618542274,0.006663042657619465,0.1616131219445568,False,positive,715,0.0021712362442747324
Collections,GPT-4.1,univariate_ols_hc3,empirical_share,Empirical papers,-0.00768257495937363,-0.012004323582296111,-0.003360826336451148,0.0004937241545463064,True,negative,715,0.01663065250772877
Collections,GPT-4.1,univariate_ols_hc3,recent,Publication Year,0.0005371492170206947,-0.003534557471040754,0.004608855905082143,0.7959723540919865,False,positive,715,8.129906865883552e-05
Collections,GPT-4.1,univariate_ols_hc3,biology_share,Biology Journals,0.0037829443063598874,-0.00026659758809641524,0.00783248620081619,0.06711073918009637,False,positive,715,0.0040323253999733355
Collections,GPT-4.1,univariate_ols_hc3,economics_share,Economics Journals,-0.005367093892207822,-0.009931773849632109,-0.0008024139347835345,0.02119452149228583,True,negative,715,0.008116598477917236
Collections,GPT-4.1,univariate_ols_hc3,psychology_share,Psychology Journals,-0.003624588663930389,-0.008393367200112432,0.0011441898722516536,0.13630237037280318,False,negative,715,0.0037018015429459705
Collections,GPT-4.1,univariate_ols_hc3,mathphysics_share,Math/Physics Journals,-0.007120713698056499,-0.0113609019297808,-0.002880525466332196,0.0009967443618138826,True,negative,715,0.014287055288680683
Collections,GPT-4.1,univariate_ols_hc3,multidisciplinary_share,Multidisciplinary Journals,0.0015963492135639358,-0.002418576060945598,0.00561127448807347,0.4358095130396987,False,positive,715,0.000718044701238707
Collections,GPT-4.1,univariate_ols_hc3,collection_size,Number of Papers,0.02126604541904971,0.0172753754395309,0.025256715398568517,1.5521791890607006e-25,True,positive,715,0.1274292569194816
Collections,GPT-4.1 Mini,univariate_ols_hc3,journal_impact,Journal Impact Factor,0.011927909101771394,0.007561884898413111,0.016293933305129675,8.575033689238371e-08,True,positive,716,0.046934186087437824
Collections,GPT-4.1 Mini,univariate_ols_hc3,citation,Citation,0.0020465169151817376,-0.001772885612099873,0.005865919442463348,0.2936306329763514,False,positive,716,0.0013816286373744546
Collections,GPT-4.1 Mini,univariate_ols_hc3,empirical_share,Empirical papers,-0.00856021345626964,-0.012437341210887576,-0.004683085701651706,1.5091029214858897e-05,True,negative,716,0.02417296024690585
Collections,GPT-4.1 Mini,univariate_ols_hc3,recent,Publication Year,-0.0020141448949442357,-0.005915514128085301,0.0018872243381968293,0.3116035283828795,False,negative,716,0.0013382648432932465
Collections,GPT-4.1 Mini,univariate_ols_hc3,biology_share,Biology Journals,0.005272926923398591,0.0015640432924284037,0.008981810554368778,0.005328316122825076,True,positive,716,0.00917200228643289
Collections,GPT-4.1 Mini,univariate_ols_hc3,economics_share,Economics Journals,-0.006099226887544169,-0.010329661830542822,-0.0018687919445455172,0.004716611284446521,True,negative,716,0.012271855348675809
Collections,GPT-4.1 Mini,univariate_ols_hc3,psychology_share,Psychology Journals,-0.006331141800371084,-0.010726997046524547,-0.001935286554217622,0.004759985133752214,True,negative,716,0.013222839622751392
Collections,GPT-4.1 Mini,univariate_ols_hc3,mathphysics_share,Math/Physics Journals,-0.006244708462323919,-0.010294937331807325,-0.002194479592840511,0.0025119002136690495,True,negative,716,0.012864265212638393
Collections,GPT-4.1 Mini,univariate_ols_hc3,multidisciplinary_share,Multidisciplinary Journals,-0.0013567208513087878,-0.005444095897895486,0.00273065419527791,0.5153240347405128,False,negative,716,0.0006072138216145495
Collections,GPT-4.1 Mini,univariate_ols_hc3,collection_size,Number of Papers,0.018692465272609614,0.014765909610012642,0.022619020935206586,1.0541540621232173e-20,True,positive,716,0.11526403379882055
Collections,GPT-4.1 Nano,univariate_ols_hc3,journal_impact,Journal Impact Factor,0.010682858344883164,0.004800498829278933,0.016565217860487393,0.000371619520433127,True,positive,716,0.02177436505452024
Collections,GPT-4.1 Nano,univariate_ols_hc3,citation,Citation,0.0024404149724213736,-0.002932830802965733,0.00781366074780848,0.3733722864801291,False,positive,716,0.0011363128606992623
Collections,GPT-4.1 Nano,univariate_ols_hc3,empirical_share,Empirical papers,0.0010803241795859595,-0.0037263325352260403,0.005886980894397959,0.6595653406392226,False,positive,716,0.0002226787390402496
Collections,GPT-4.1 Nano,univariate_ols_hc3,recent,Publication Year,0.0022764979745714623,-0.0035581561110353483,0.008111152060178272,0.4444406043430421,False,positive,716,0.0009887923480508265
Collections,GPT-4.1 Nano,univariate_ols_hc3,biology_share,Biology Journals,-0.0014078926232721153,-0.006430836662102723,0.0036150514155584923,0.5827564657839792,False,negative,716,0.0003781896395655959
Collections,GPT-4.1 Nano,univariate_ols_hc3,economics_share,Economics Journals,-0.002622710435420927,-0.008111405728626621,0.002865984857784767,0.34899191760260695,False,negative,716,0.0013124151918184612
Collections,GPT-4.1 Nano,univariate_ols_hc3,psychology_share,Psychology Journals,0.0016431264803545564,-0.004412194669893357,0.00769844763060247,0.5948360471099443,False,positive,716,0.0005151249078506615
Collections,GPT-4.1 Nano,univariate_ols_hc3,mathphysics_share,Math/Physics Journals,-0.008423730599943585,-0.013740571772558332,-0.003106889427328839,0.0019010767696397645,True,negative,716,0.013538778989936162
Collections,GPT-4.1 Nano,univariate_ols_hc3,multidisciplinary_share,Multidisciplinary Journals,0.0009588522279531256,-0.005494743352900028,0.007412447808806279,0.7708949497075833,False,positive,716,0.00017541790654496126
Collections,GPT-4.1 Nano,univariate_ols_hc3,collection_size,Number of Papers,0.013511689213544259,0.008018014340264674,0.019005364086823844,1.4317736271387499e-06,True,positive,716,0.03483291781268061
Collections,GPT-5.1,univariate_ols_hc3,journal_impact,Journal Impact Factor,0.004365694523386847,-0.001415819689755433,0.010147208736529127,0.13887495466592084,False,positive,716,0.0034283429125532283
Collections,GPT-5.1,univariate_ols_hc3,citation,Citation,-0.002941901786546342,-0.007978997327198901,0.002095193754106218,0.25232865679952365,False,negative,716,0.0015568038855652278
Collections,GPT-5.1,univariate_ols_hc3,empirical_share,Empirical papers,-0.004678512540127442,-0.010312898750670135,0.0009558736704152514,0.10364026987851074,False,negative,716,0.003937251549928966
Collections,GPT-5.1,univariate_ols_hc3,recent,Publication Year,-0.0009284971569222934,-0.005871117080030756,0.004014122766186169,0.7127319044981897,False,negative,716,0.0001550739050556471
Collections,GPT-5.1,univariate_ols_hc3,biology_share,Biology Journals,0.004238442830941647,-0.0009529175472935934,0.009429803209176888,0.10955505852563231,False,positive,716,0.0032313963211580976
Collections,GPT-5.1,univariate_ols_hc3,economics_share,Economics Journals,-0.004290618513337329,-0.009946246486231644,0.0013650094595569866,0.13703634239148116,False,negative,716,0.0033114436681602744
Collections,GPT-5.1,univariate_ols_hc3,psychology_share,Psychology Journals,-0.00173120008110636,-0.00794875781133117,0.004486357649118449,0.5852535340723166,False,negative,716,0.0005391034292727692
Collections,GPT-5.1,univariate_ols_hc3,mathphysics_share,Math/Physics Journals,-0.012123454593797474,-0.017984169337408776,-0.006262739850186173,5.026855693748102e-05,True,negative,716,0.026438106476692536
Collections,GPT-5.1,univariate_ols_hc3,multidisciplinary_share,Multidisciplinary Journals,-0.003886334157513038,-0.008896512189385853,0.0011238438743597758,0.12843051391276528,False,negative,716,0.0027168011114337975
Collections,GPT-5.1,univariate_ols_hc3,collection_size,Number of Papers,0.0030703545419344365,-0.002033600567491906,0.008174309651360779,0.23838091515770932,False,positive,716,0.0016957218719554357
Collections,GPT-5 Mini,univariate_ols_hc3,journal_impact,Journal Impact Factor,0.006359713984482019,0.0016983772244012563,0.01102105074456278,0.007493347288098128,True,positive,716,0.012819819072400263
Collections,GPT-5 Mini,univariate_ols_hc3,citation,Citation,-0.003430352925657602,-0.006742140147968577,-0.00011856570334662676,0.042343032398697134,True,negative,716,0.0037297896095013217
Collections,GPT-5 Mini,univariate_ols_hc3,empirical_share,Empirical papers,-0.005693340945668222,-0.00985228530399532,-0.0015343965873411249,0.007294949043247988,True,negative,716,0.010274036670446463
Collections,GPT-5 Mini,univariate_ols_hc3,recent,Publication Year,0.0034643563312615434,0.00011525891247005744,0.006813453750053029,0.04261988864285331,True,positive,716,0.0038040992396732864
Collections,GPT-5 Mini,univariate_ols_hc3,biology_share,Biology Journals,0.0034297966919137057,-0.00020742466961924102,0.007067018053446653,0.06457478830388418,False,positive,716,0.0037285801324109524
Collections,GPT-5 Mini,univariate_ols_hc3,economics_share,Economics Journals,-0.003990002746828718,-0.00857155663702205,0.0005915511433646145,0.08784034272873982,False,negative,716,0.0050460682033141024
Collections,GPT-5 Mini,univariate_ols_hc3,psychology_share,Psychology Journals,-0.0039649164541763066,-0.009127365548567957,0.0011975326402153428,0.13224403673789867,False,negative,716,0.0049828155156129705
Collections,GPT-5 Mini,univariate_ols_hc3,mathphysics_share,Math/Physics Journals,-0.00758698824510968,-0.0122648057717871,-0.00290917071843226,0.001478449431327218,True,negative,716,0.018245070643122085
Collections,GPT-5 Mini,univariate_ols_hc3,multidisciplinary_share,Multidisciplinary Journals,-0.0008986796362501734,-0.0045844940222597155,0.0027871347497593684,0.6327350875744411,False,negative,716,0.0002559861853073109
Collections,GPT-5 Mini,univariate_ols_hc3,collection_size,Number of Papers,0.006888900286228861,0.0026024698320155255,0.011175330740442196,0.001633042955660829,True,positive,716,0.015042032546362494
Collections,GPT-5 Nano,univariate_ols_hc3,journal_impact,Journal Impact Factor,0.0060497968336644375,0.0018347614524079417,0.010264832214920933,0.004906393233219248,True,positive,716,0.013368403544447682
Collections,GPT-5 Nano,univariate_ols_hc3,citation,Citation,0.00039716208195507543,-0.0027248921937811886,0.0035192163576913396,0.8031051348223235,False,positive,716,5.7614729020771804e-05
Collections,GPT-5 Nano,univariate_ols_hc3,empirical_share,Empirical papers,-0.0032416311384554867,-0.007333182620366289,0.0008499203434553159,0.12046396411174647,False,negative,716,0.0038381784016757736
Collections,GPT-5 Nano,univariate_ols_hc3,recent,Publication Year,-0.0014220004372033762,-0.004472808041872752,0.0016288071674659995,0.36095259889341325,False,negative,716,0.000738579800962369
Collections,GPT-5 Nano,univariate_ols_hc3,biology_share,Biology Journals,0.001709417038340667,-0.002663127320452207,0.006081961397133541,0.44353658117984396,False,positive,716,0.0010673184655083379
Collections,GPT-5 Nano,univariate_ols_hc3,economics_share,Economics Journals,-0.001568059320252545,-0.005626577409624427,0.002490458769119337,0.4488961195088771,False,negative,716,0.0008980963734512848
Collections,GPT-5 Nano,univariate_ols_hc3,psychology_share,Psychology Journals,-0.003354517435592577,-0.007910708579968916,0.001201673708783762,0.14901122585378454,False,negative,716,0.004110153801143879
Collections,GPT-5 Nano,univariate_ols_hc3,mathphysics_share,Math/Physics Journals,-0.009492296103419834,-0.013577569891864023,-0.0054070223149756454,5.26217739535899e-06,True,negative,716,0.032910957726888235
Collections,GPT-5 Nano,univariate_ols_hc3,multidisciplinary_share,Multidisciplinary Journals,-0.0023946185318140293,-0.005706511099269811,0.0009172740356417526,0.15644635585148223,False,negative,716,0.0020944531230830954
Collections,GPT-5 Nano,univariate_ols_hc3,collection_size,Number of Papers,0.010495272523418472,0.006761283021184934,0.01422926202565201,3.609833312879403e-08,True,positive,716,0.04023327692783607
