item_type,model,feature_key,feature_label,coef,ci_low,ci_high,n,repeat
Collections,GPT-5.1,citation,Citation,-0.0090820108742078,-0.021963183254481777,-0.0006478388910170645,716,rep5
Collections,GPT-5.1,empirical_share,Empirical papers,-0.011002685288558536,-0.021442491345964796,-0.0022324211265437348,716,rep5
Collections,GPT-5.1,recent,Publication Year,-0.0037444442919293865,-0.014464616342633567,0.002365997187023083,716,rep5
Collections,GPT-5.1,biology_share,Biology Journals,0.004228065727863776,-0.001840510036653375,0.011542338084866368,716,rep5
Collections,GPT-5.1,economics_share,Economics Journals,0.003495355924771352,-0.003677692005347484,0.013837794585440048,716,rep5
Collections,GPT-5.1,psychology_share,Psychology Journals,-0.0013237823731554966,-0.00802245718353043,0.006272625967536125,716,rep5
Collections,GPT-5.1,mathphysics_share,Math/Physics Journals,-0.012555631232545881,-0.021106509751081616,-0.0047906447932108505,716,rep5
Collections,GPT-5.1,multidisciplinary_share,Multidisciplinary Journals,-0.0075381344466054715,-0.01690550943938935,0.0005631328742131348,716,rep5
Collections,GPT-5.1,collection_size,Number of Papers,-0.00033987036599599126,-0.007424643699333277,0.005189137477697234,716,rep5
Collections,GPT-5 Mini,journal_impact,Journal Impact Factor,0.003856678314263457,-0.0015245403668868193,0.010160878352234705,716,rep5
Collections,GPT-5 Mini,citation,Citation,-0.006234686019133269,-0.014435544814382492,-0.00034338785995459946,716,rep5
Collections,GPT-5 Mini,empirical_share,Empirical papers,-0.005690880924080769,-0.013176913759989334,-0.0003085506155316756,716,rep5
Collections,GPT-5 Mini,recent,Publication Year,0.0005725922879799067,-0.005607041071594066,0.00495401984055422,716,rep5
Collections,GPT-5 Mini,biology_share,Biology Journals,0.004152841249525162,-0.00029914410655094834,0.008623725124231579,716,rep5
Collections,GPT-5 Mini,economics_share,Economics Journals,-0.0012901110283368468,-0.007347041213879643,0.0043581386773662925,716,rep5
Collections,GPT-5 Mini,psychology_share,Psychology Journals,0.00016975318213914223,-0.005394361807490615,0.006099362239317212,716,rep5
Collections,GPT-5 Mini,mathphysics_share,Math/Physics Journals,-0.009038612965219236,-0.015840041968878508,-0.0023464772678172875,716,rep5
Collections,GPT-5 Mini,multidisciplinary_share,Multidisciplinary Journals,-0.0004997107997386542,-0.005539139806529418,0.003982658031238196,716,rep5
Collections,GPT-5 Mini,collection_size,Number of Papers,0.007855319700054595,0.0027554920550735243,0.01371229787985733,716,rep5
Collections,GPT-5 Nano,journal_impact,Journal Impact Factor,-0.00204727665287356,-0.009128140584815692,0.004410770601840887,715,rep5
Collections,GPT-5 Nano,citation,Citation,-0.006885398483799787,-0.014926140002844434,-0.0013009283105095575,715,rep5
Collections,GPT-5 Nano,empirical_share,Empirical papers,-0.0038894041903965496,-0.011813082548728093,0.0026118529008432433,715,rep5
Collections,GPT-5 Nano,recent,Publication Year,-0.0013165398584802242,-0.006827051343487654,0.004723877587378711,715,rep5
Collections,GPT-5 Nano,biology_share,Biology Journals,0.0012293927577073439,-0.005580074580868456,0.007660466098060839,715,rep5
Collections,GPT-5 Nano,economics_share,Economics Journals,-0.0024996903089458174,-0.009050211960784593,0.004043880313858395,715,rep5
Collections,GPT-5 Nano,psychology_share,Psychology Journals,-0.005784164042440175,-0.0108268493938506,-0.000948405632893778,715,rep5
Collections,GPT-5 Nano,mathphysics_share,Math/Physics Journals,-0.011557922756640877,-0.01950871472006276,-0.00427279846250994,715,rep5
Collections,GPT-5 Nano,multidisciplinary_share,Multidisciplinary Journals,-0.006319368385849114,-0.012346773254886211,-0.0011756709868210719,715,rep5
Collections,GPT-5 Nano,collection_size,Number of Papers,0.007358880592625287,0.0018924492778327712,0.013014116602952434,715,rep5
