dataset,scope,scope_name,target,target_label,model_name,n_rows,n_groups,cv_r2,cv_spearman,mean_fold_r2,mean_fold_spearman,sd_fold_r2,sd_fold_spearman
metadata_filter_collections,within_model,GPT-5 Mini,delta_r2,R2 gain,random_forest,716,716,0.1261404617787658,0.34155048849009084,0.12414063626370389,0.34212423483914495,0.06303270208337738,0.07612402938291436
metadata_filter_collections,within_model,GPT-5 Mini,rmse_improvement,RMSE improvement,ridge,716,716,0.13150231180950056,0.3718436569191609,0.12519085960200577,0.3721660208012806,0.028397852073311164,0.03733611172156158
metadata_filter_collections,within_model,GPT-5 Nano,correlation,Correlation,random_forest,716,716,0.08070440529287115,0.2179613930601996,0.07390473926352652,0.22200061342244332,0.03891250247395943,0.051840964603260084
metadata_filter_collections,within_model,GPT-5 Nano,delta_correlation,Correlation gain,gradient_boosting,716,716,0.07938594546863931,0.2083597032729287,0.07026681770650103,0.20081925012736007,0.08007215174692041,0.07675174200426634
metadata_filter_collections,within_model,GPT-5 Nano,delta_r2,R2 gain,gradient_boosting,716,716,0.1059403399206188,0.3128009013217025,0.09060076467908391,0.3175014602388998,0.042969186702657404,0.06277336056555445
metadata_filter_collections,within_model,GPT-5 Nano,rmse_improvement,RMSE improvement,gradient_boosting,716,716,0.11311504208576162,0.3246421663759122,0.09731299906791538,0.3327042283031248,0.047558782694413576,0.059460048081548665
metadata_filter_collections,within_model,GPT-5.1,correlation,Correlation,gradient_boosting,716,716,0.12460004405104819,0.3026078010253228,0.11622902442547997,0.30467141244703166,0.052918586785679116,0.04525908074548411
metadata_filter_collections,within_model,GPT-5.1,delta_correlation,Correlation gain,gradient_boosting,716,716,0.12474129993457539,0.3032111013270874,0.11630524368479486,0.30493582667939145,0.05406848949249231,0.04638153619750138
metadata_filter_collections,within_model,GPT-5.1,delta_r2,R2 gain,gradient_boosting,716,716,0.1027702993199393,0.3146414418661444,0.09497957670950441,0.32673271928007236,0.07605629958811866,0.0955770900238099
metadata_filter_collections,within_model,GPT-5.1,rmse_improvement,RMSE improvement,gradient_boosting,716,716,0.10636897612174678,0.32174007708473945,0.09949706192407862,0.32563861991982435,0.06383219136965868,0.08507320600767282
