group,value,kind,label
Laypeople,0.16680628184626628,individual,Laypeople
Laypeople,0.11152422097646061,individual,Laypeople
Laypeople,0.5664503154720023,individual,Laypeople
Laypeople,0.46333758104981604,individual,Laypeople
Laypeople,0.45180531962072223,individual,Laypeople
Laypeople,0.466272857816436,individual,Laypeople
Laypeople,0.203686295626086,individual,Laypeople
Laypeople,0.6156535391170249,individual,Laypeople
Laypeople,0.517443975844374,individual,Laypeople
Laypeople,0.30629718973796344,individual,Laypeople
Laypeople,0.5142677341174288,individual,Laypeople
Laypeople,0.4706748048939884,individual,Laypeople
Laypeople,0.5990970166536669,individual,Laypeople
Laypeople,0.5714627119369576,individual,Laypeople
Laypeople,0.45320558891040535,individual,Laypeople
Laypeople,0.3823842885634387,individual,Laypeople
Laypeople,0.5156983063942808,individual,Laypeople
Laypeople,0.47673365486313174,individual,Laypeople
Laypeople,0.6228241746861148,individual,Laypeople
Laypeople,0.47413749941879174,individual,Laypeople
Laypeople,0.4680534495828859,individual,Laypeople
Laypeople,0.5400270378463892,individual,Laypeople
Laypeople,0.3684933014569772,individual,Laypeople
Laypeople,-0.04448543485364103,individual,Laypeople
Laypeople,0.4156539363407952,individual,Laypeople
Laypeople,0.3832065705215159,individual,Laypeople
Laypeople,0.4592612197786018,individual,Laypeople
Laypeople,0.6020545720310427,individual,Laypeople
Laypeople,0.5108831624383442,individual,Laypeople
Laypeople,-0.03791666133289087,individual,Laypeople
Laypeople,0.24424436759181933,individual,Laypeople
Laypeople,0.5083977267117583,individual,Laypeople
Laypeople,0.5566193785290293,individual,Laypeople
Laypeople,0.6761717743878883,individual,Laypeople
Laypeople,0.5525089590998403,individual,Laypeople
Laypeople,0.32000099900340157,individual,Laypeople
Laypeople,-0.2516245621301947,individual,Laypeople
Laypeople,-0.06168130065954236,individual,Laypeople
Laypeople,0.47913770018818946,individual,Laypeople
Laypeople,0.6301756159306049,individual,Laypeople
Laypeople,0.570203592606232,individual,Laypeople
Laypeople,0.16612335499986094,individual,Laypeople
Laypeople,0.5763503877770716,individual,Laypeople
Laypeople,0.5463637845705095,individual,Laypeople
Laypeople,-0.11333164716674964,individual,Laypeople
Laypeople,0.5700827877218054,individual,Laypeople
Laypeople,0.4893478576116823,individual,Laypeople
Laypeople,0.260173261793848,individual,Laypeople
Laypeople,0.520863950136692,individual,Laypeople
Laypeople,0.5430594754240007,individual,Laypeople
Laypeople,0.45604534408085656,individual,Laypeople
Laypeople,0.4678879875183744,individual,Laypeople
Laypeople,0.37003460158105816,individual,Laypeople
Laypeople,0.5601725070367306,individual,Laypeople
Laypeople,0.1557801262826749,individual,Laypeople
Laypeople,0.06430183072399134,individual,Laypeople
Laypeople,0.5480522397826587,individual,Laypeople
Laypeople,0.5773622963601053,individual,Laypeople
Laypeople,0.5564201966959369,individual,Laypeople
Laypeople,0.5610037936835507,individual,Laypeople
Laypeople,0.3829336284260057,individual,Laypeople
Laypeople,0.31048276857940993,individual,Laypeople
Laypeople,0.040486024793792326,individual,Laypeople
Laypeople,0.5401039077222467,individual,Laypeople
Laypeople,0.5889988936692541,individual,Laypeople
Laypeople,0.08394645883084041,individual,Laypeople
Laypeople,0.5673348872648691,individual,Laypeople
Laypeople,0.4220630103678333,individual,Laypeople
Laypeople,0.5022247709734834,individual,Laypeople
Laypeople,0.21072701029772692,individual,Laypeople
Laypeople,0.24245592562841395,individual,Laypeople
Laypeople,0.17398495324457947,individual,Laypeople
Laypeople,0.45694856897292985,individual,Laypeople
Laypeople,0.492197400340234,individual,Laypeople
Laypeople,0.5438543214029982,individual,Laypeople
Laypeople,-0.6115825440531507,individual,Laypeople
Laypeople,0.5523950712705796,individual,Laypeople
Laypeople,0.5391432961509376,individual,Laypeople
Laypeople,0.3898157172863731,individual,Laypeople
Laypeople,0.5392789755895893,individual,Laypeople
Laypeople,0.43289232716907,individual,Laypeople
Laypeople,0.3276147181640818,individual,Laypeople
Laypeople,0.5668679541502941,individual,Laypeople
Laypeople,0.08312165246404993,individual,Laypeople
Laypeople,0.484778285667775,individual,Laypeople
Laypeople,0.531916673326262,individual,Laypeople
Laypeople,0.4163645465234326,individual,Laypeople
Laypeople,0.5792999554456957,individual,Laypeople
Laypeople,0.5086235528122915,individual,Laypeople
Laypeople,-0.23221346744767588,individual,Laypeople
Laypeople,0.5660695993721098,individual,Laypeople
Laypeople,-0.0678047736855465,individual,Laypeople
Laypeople,0.4582854225809051,individual,Laypeople
Laypeople,0.5374206678636452,individual,Laypeople
Laypeople,0.4574713322510705,individual,Laypeople
Laypeople,0.6096982650776621,individual,Laypeople
Laypeople,0.5923006714374708,individual,Laypeople
Laypeople,0.35054775786081477,individual,Laypeople
Laypeople,-0.25599822658598503,individual,Laypeople
Laypeople,0.6055810561823267,individual,Laypeople
Laypeople,0.3901156842924573,individual,Laypeople
Laypeople,0.3355805006410264,individual,Laypeople
Laypeople,0.5137237236127877,individual,Laypeople
Laypeople,0.44128126034266013,individual,Laypeople
Laypeople,0.6452097215053946,individual,Laypeople
Laypeople,0.004806128260414515,individual,Laypeople
Laypeople,0.5607219284798854,individual,Laypeople
Laypeople,0.45387773696871153,individual,Laypeople
Laypeople,0.7181125983234136,individual,Laypeople
Laypeople,0.5914453983747443,individual,Laypeople
Laypeople,0.48235499590208514,individual,Laypeople
Laypeople,0.6585290656102994,individual,Laypeople
Laypeople,0.41657262907887005,individual,Laypeople
Laypeople,0.5293642935482479,individual,Laypeople
Laypeople,0.4306644318740168,individual,Laypeople
Laypeople,0.5162750690611952,individual,Laypeople
Laypeople,0.3940710113656202,individual,Laypeople
Laypeople,0.5569413246393169,individual,Laypeople
Laypeople,0.5191052998419646,individual,Laypeople
Laypeople,0.39731286173408625,individual,Laypeople
Laypeople,0.5513601317494877,individual,Laypeople
Laypeople,0.509850670562107,individual,Laypeople
Laypeople,0.4931927758697994,individual,Laypeople
Laypeople,0.3807477955112017,individual,Laypeople
Laypeople,0.4975456077734832,individual,Laypeople
Laypeople,-0.033874255475281806,individual,Laypeople
Laypeople,0.3422159425274399,individual,Laypeople
Laypeople,0.6089794779357003,individual,Laypeople
Laypeople,0.5321956904184708,individual,Laypeople
Laypeople,0.6155125251370159,individual,Laypeople
Laypeople,0.30998560621757165,individual,Laypeople
Laypeople,0.6278645866383656,individual,Laypeople
Laypeople,0.2901039472856455,individual,Laypeople
Laypeople,0.2505635841886497,individual,Laypeople
Laypeople,0.4599517142872304,individual,Laypeople
Laypeople,0.007313095921499365,individual,Laypeople
Laypeople,0.5566299583073202,individual,Laypeople
Laypeople,0.5584336454522288,individual,Laypeople
Laypeople,0.44056009636292004,individual,Laypeople
Laypeople,-0.10911055752865317,individual,Laypeople
Laypeople,0.45926880810413384,individual,Laypeople
Laypeople,0.5416959466454156,individual,Laypeople
Laypeople,0.23954125090934753,individual,Laypeople
Laypeople,0.6770806959596042,individual,Laypeople
Laypeople,0.5786075190505401,individual,Laypeople
Laypeople,0.4564331242297875,individual,Laypeople
Laypeople,0.6232245595076652,individual,Laypeople
Laypeople,0.31507890412917794,individual,Laypeople
Laypeople,0.11572659348628743,individual,Laypeople
Laypeople,0.6546013265769071,individual,Laypeople
Laypeople,0.5010553951351756,individual,Laypeople
Laypeople,0.5195230511389932,individual,Laypeople
Laypeople,0.509165119433756,individual,Laypeople
Laypeople,0.4396827961571588,individual,Laypeople
Laypeople,0.059147820034208314,individual,Laypeople
Laypeople,0.4006358882822198,individual,Laypeople
Laypeople,0.4686309003835404,individual,Laypeople
Laypeople,-0.5413868731875533,individual,Laypeople
Laypeople,0.5725112318532968,individual,Laypeople
Laypeople,0.48887558518354934,individual,Laypeople
Laypeople,0.3191420620317966,individual,Laypeople
Laypeople,0.5180816844540649,individual,Laypeople
Laypeople,-0.007455634251475367,individual,Laypeople
Laypeople,0.5532489267873733,individual,Laypeople
Laypeople,-0.015290396543383463,individual,Laypeople
Laypeople,0.6379384214830557,individual,Laypeople
Laypeople,0.11570123725812664,individual,Laypeople
Laypeople,0.66480688649739,individual,Laypeople
Laypeople,0.5098703602969997,individual,Laypeople
Laypeople,0.4334017266291048,individual,Laypeople
Laypeople,0.30538354493497893,individual,Laypeople
Laypeople,0.1386948686593827,individual,Laypeople
Laypeople,-0.28064502671056046,individual,Laypeople
Laypeople,0.2959792528212663,individual,Laypeople
Laypeople,-0.1568975530424433,individual,Laypeople
Laypeople,0.5758007070591934,individual,Laypeople
Laypeople,0.7381510026215523,individual,Laypeople
Laypeople,0.11585484239367057,individual,Laypeople
Laypeople,0.16229119738603842,individual,Laypeople
Laypeople,0.6018993525229314,individual,Laypeople
Laypeople,0.42036926387955553,individual,Laypeople
Laypeople,0.5345700810608679,individual,Laypeople
Laypeople,0.4800781700576907,individual,Laypeople
Laypeople,0.47340445835728373,individual,Laypeople
Laypeople,0.5215673114353256,individual,Laypeople
Laypeople,-0.09172497433563925,individual,Laypeople
Laypeople,0.5621528259445604,individual,Laypeople
Laypeople,-0.21808203414545102,individual,Laypeople
Laypeople,0.43499548660041876,individual,Laypeople
Laypeople,0.4325356849408398,individual,Laypeople
Laypeople,-0.046909585962934694,individual,Laypeople
Laypeople,0.5580655936694767,individual,Laypeople
Laypeople,0.0034382868281098294,individual,Laypeople
Laypeople,0.34347282017066505,individual,Laypeople
Laypeople,0.22322079152818777,individual,Laypeople
Laypeople,0.47177392684704156,individual,Laypeople
Laypeople,0.5431245116702261,individual,Laypeople
Laypeople,0.5819285587767915,individual,Laypeople
Laypeople,0.452893161354312,individual,Laypeople
Laypeople,0.6345554628821394,individual,Laypeople
Laypeople,0.5881282500944249,individual,Laypeople
Laypeople,0.48462375317698686,individual,Laypeople
Laypeople,0.4788115696901601,individual,Laypeople
Laypeople,0.08073493468467977,individual,Laypeople
Laypeople,0.4850773920247155,individual,Laypeople
Laypeople,0.5405220527316962,individual,Laypeople
Laypeople,0.574872957388955,individual,Laypeople
Laypeople,0.42284123603796525,individual,Laypeople
Laypeople,0.22776687286104888,individual,Laypeople
Laypeople,0.6102790512179084,individual,Laypeople
Laypeople,0.5865793978368418,individual,Laypeople
Laypeople,0.24507220613580324,individual,Laypeople
Laypeople,0.33823103034701174,individual,Laypeople
Laypeople,0.5704045952804861,individual,Laypeople
Laypeople,0.6748034803284226,individual,Laypeople
Laypeople,0.32044890527625486,individual,Laypeople
Laypeople,0.3368771755111027,individual,Laypeople
Laypeople,0.6386770270799254,individual,Laypeople
Laypeople,0.7292283217559624,individual,Laypeople
Laypeople,0.6594227595186892,individual,Laypeople
Laypeople,0.547914407205527,individual,Laypeople
Laypeople,-0.4663796226809702,individual,Laypeople
Laypeople,0.6535117724587653,individual,Laypeople
Laypeople,0.2799992729101145,individual,Laypeople
Laypeople,0.12630460680247477,individual,Laypeople
Laypeople,-0.026325414756181748,individual,Laypeople
Laypeople,0.45196885525743646,individual,Laypeople
Laypeople,0.13007767360990882,individual,Laypeople
Laypeople,0.4745601088046241,individual,Laypeople
Laypeople,0.5589052917889331,individual,Laypeople
Laypeople,0.5619523785472651,individual,Laypeople
Laypeople,0.6414783873113385,individual,Laypeople
Laypeople,0.41481600302787663,individual,Laypeople
Laypeople,0.0976937275858473,individual,Laypeople
Laypeople,0.2747945338071979,individual,Laypeople
Laypeople,0.45005251591163975,individual,Laypeople
Laypeople,0.6199614003926975,individual,Laypeople
Laypeople,0.5059138340905383,individual,Laypeople
Laypeople,0.3972828918553281,individual,Laypeople
Laypeople,0.6878104519030498,individual,Laypeople
Laypeople,0.30146397934345165,individual,Laypeople
Laypeople,0.47832302663784965,individual,Laypeople
Laypeople,0.3797997392628206,individual,Laypeople
Laypeople,0.37407414539172396,individual,Laypeople
Laypeople,0.5690015055282166,individual,Laypeople
Laypeople,0.6364782604979337,individual,Laypeople
Laypeople,0.5292395208867239,individual,Laypeople
Laypeople,0.4665705777648993,individual,Laypeople
Laypeople,0.5539510622090498,individual,Laypeople
Laypeople,0.5416459501955704,individual,Laypeople
Laypeople,0.3432516146086604,individual,Laypeople
Laypeople,-0.3563436188188079,individual,Laypeople
Laypeople,0.5133157564103841,individual,Laypeople
Laypeople,0.06532555121118996,individual,Laypeople
Laypeople,-0.21126466862687043,individual,Laypeople
Laypeople,0.26470755162256315,individual,Laypeople
Laypeople,0.1906708259845612,individual,Laypeople
Laypeople,0.5469737435131273,individual,Laypeople
Laypeople,0.3826287606396466,individual,Laypeople
Laypeople,0.5003313241436482,individual,Laypeople
Laypeople,0.09128327867686976,individual,Laypeople
Laypeople,0.3821548073840173,individual,Laypeople
Laypeople,0.3873585626461953,individual,Laypeople
Laypeople,0.3232037821953992,individual,Laypeople
Laypeople,0.47165341314311143,individual,Laypeople
Laypeople,0.47679047923355244,individual,Laypeople
Laypeople,0.6132194114319961,individual,Laypeople
Laypeople,0.7388887627884225,individual,Laypeople
Laypeople,0.37558400136042097,individual,Laypeople
Laypeople,0.5473693976296166,individual,Laypeople
Laypeople,0.5388367490508931,individual,Laypeople
Laypeople,0.22462241808098982,individual,Laypeople
Laypeople,0.08320550513322274,individual,Laypeople
Laypeople,0.3539632302982098,individual,Laypeople
Laypeople,-0.4204294980827066,individual,Laypeople
Laypeople,0.5596397755156742,individual,Laypeople
Laypeople,0.5245773227860643,individual,Laypeople
Laypeople,0.6586493481381507,individual,Laypeople
Laypeople,0.1851368337194532,individual,Laypeople
Laypeople,-0.14864207825512993,individual,Laypeople
Laypeople,0.4748427276191405,individual,Laypeople
Laypeople,0.5718428652173726,individual,Laypeople
Laypeople,0.6987571432071766,individual,Laypeople
Laypeople,0.5260624874641916,individual,Laypeople
Laypeople,0.6294622830250354,individual,Laypeople
Laypeople,0.1592183700191947,individual,Laypeople
Laypeople,0.42461353798960255,individual,Laypeople
Laypeople,0.5369239046064903,individual,Laypeople
Laypeople,0.4632093215226813,individual,Laypeople
Laypeople,0.26235787719557585,individual,Laypeople
Laypeople,0.6664294566643423,individual,Laypeople
Laypeople,0.526074031876111,individual,Laypeople
Laypeople,0.44046676530970297,individual,Laypeople
Laypeople,0.33315854801175837,individual,Laypeople
Laypeople,0.5551278355362583,individual,Laypeople
Experts,0.6464173555862804,individual,Experts
Experts,0.5822725976734997,individual,Experts
Experts,0.5514875378004347,individual,Experts
Experts,0.5578540361785422,individual,Experts
Experts,-0.10799507737479139,individual,Experts
Experts,0.05207600491634392,individual,Experts
Experts,0.6419171232779471,individual,Experts
Experts,0.4613573363150836,individual,Experts
Experts,0.5416184632778631,individual,Experts
Experts,0.6353783542395932,individual,Experts
Experts,0.6294906636014238,individual,Experts
Experts,0.4806090570837958,individual,Experts
Experts,0.5168307187332402,individual,Experts
Experts,0.47117232000783027,individual,Experts
Experts,0.5506620267722067,individual,Experts
Experts,0.5214302692289388,individual,Experts
Experts,0.4781938162051722,individual,Experts
Experts,0.3025377966793262,individual,Experts
Experts,0.5857853459079537,individual,Experts
Experts,0.6773592093128402,individual,Experts
Experts,0.4816411602711247,individual,Experts
Experts,0.5842151263074415,individual,Experts
Experts,0.5488327230467224,individual,Experts
Experts,0.6163100164246396,individual,Experts
Experts,0.5689788588986578,individual,Experts
Experts,0.020516981432184393,individual,Experts
Experts,0.5922570639243477,individual,Experts
Experts,0.6532359478598116,individual,Experts
Experts,0.37418200589248973,individual,Experts
Experts,0.5079933481501037,individual,Experts
Experts,0.518736217532779,individual,Experts
Experts,0.47150734078695883,individual,Experts
Experts,-0.08820884135650106,individual,Experts
Experts,0.6172004133042842,individual,Experts
Experts,0.568693666667626,individual,Experts
Experts,0.5418731882614868,individual,Experts
Experts,0.601601904254631,individual,Experts
Experts,0.5946936954245472,individual,Experts
